Fecha,Fecha de Compra,Descripción,Importe
15 Apr 2025,17 Apr 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
14 Apr 2025,15 Apr 2025,ALMANEGRACAFE ROMA      MEXICO,85.80
14 Apr 2025,15 Apr 2025,ENO ROMA                MEXICO,456.50
13 Apr 2025,14 Apr 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,891.08
13 Apr 2025,13 Apr 2025,APPLE.COM/BILL          CUPERTINO,199.00
13 Apr 2025,13 Apr 2025,FELIXES FELICES AV MEXI MEXICO,851.00
13 Apr 2025,14 Apr 2025,FS *PUT.IO              877-327-8914,208.64
13 Apr 2025,13 Apr 2025,THE REST IS HISTORY     HAYWARDS HEATH,164.78
12 Apr 2025,12 Apr 2025,1PASSWORD               TORONTO,999.98
12 Apr 2025,13 Apr 2025,LA AMERICANA            CIUDAD DE MEX,977.50
12 Apr 2025,12 Apr 2025,OPENPAY*RAPPI           CIUDAD DE MEXIC,1533.70
12 Apr 2025,12 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00
12 Apr 2025,12 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00
12 Apr 2025,12 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,928.70
11 Apr 2025,11 Apr 2025,ANTHROPIC               SAN FRANCISCO,522.13
11 Apr 2025,12 Apr 2025,BUNA CAFE RICO SAPI     CIUDAD DE MEX,395.00
11 Apr 2025,12 Apr 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,341.00
10 Apr 2025,11 Apr 2025,ANTHROPIC               SAN FRANCISCO,526.13
10 Apr 2025,11 Apr 2025,REST OJO ROJO DINNER    CIUDAD DE MEX,330.00
09 Apr 2025,10 Apr 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,565.00
09 Apr 2025,10 Apr 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,2580.00
09 Apr 2025,09 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,318.70
08 Apr 2025,09 Apr 2025,ALMANEGRACAFE ROMA      MEXICO,74.80
08 Apr 2025,10 Apr 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
08 Apr 2025,08 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,1680.00
07 Apr 2025,08 Apr 2025,ATARANTADOS             CIUDAD DE MEX,350.90
07 Apr 2025,08 Apr 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,39.00
07 Apr 2025,07 Apr 2025,UBER EATS               HTTPS://HELP.UB,368.00
07 Apr 2025,07 Apr 2025,WHITEPAPER.MX           SAN PEDRO GARZA,159.00
06 Apr 2025,06 Apr 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,585.00
06 Apr 2025,07 Apr 2025,BUNA CAFE RICO SAPI     CIUDAD DE MEX,45.00
06 Apr 2025,07 Apr 2025,GIGI                    MEXICO,822.25
06 Apr 2025,06 Apr 2025,UBER TRIP               HTTPS://HELP.UB,72.26
05 Apr 2025,06 Apr 2025,BUNA CAFE RICO SAPI     CIUDAD DE MEX,45.00
05 Apr 2025,06 Apr 2025,NETPAY*THE LAMB 2 TABAS Ciudad De Mexic,3645.50
05 Apr 2025,05 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,252.70
05 Apr 2025,05 Apr 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,643.90
04 Apr 2025,04 Apr 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,619.00
04 Apr 2025,07 Apr 2025,CGO AUT TELCEL REGION 8 MERIDA,563.49
04 Apr 2025,04 Apr 2025,MIDJOURNEY INC.         SOUTH SAN FRANC,2344.63
04 Apr 2025,05 Apr 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,4210.90
04 Apr 2025,04 Apr 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,-144.00
04 Apr 2025,05 Apr 2025,REST OJO ROJO DINNER    CIUDAD DE MEX,330.00
03 Apr 2025,03 Apr 2025,AMAZON MX*PRIME VIDEO C MEXICO CITY,129.00
03 Apr 2025,04 Apr 2025,ENO ROMA                MEXICO,462.00
03 Apr 2025,04 Apr 2025,F45 TRAINING CONDESA    CIUDAD DE MEX,170.00
03 Apr 2025,03 Apr 2025,GRACIAS POR SU PAGO EN LINEA,-50000.00
03 Apr 2025,03 Apr 2025,GRACIAS POR SU PAGO EN LINEA,-49900.00
03 Apr 2025,03 Apr 2025,GRACIAS POR SU PAGO EN LINEA,-49800.00
03 Apr 2025,03 Apr 2025,GRACIAS POR SU PAGO EN LINEA,-17965.70
03 Apr 2025,03 Apr 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,144.00
02 Apr 2025,03 Apr 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,181.67
02 Apr 2025,03 Apr 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,264.90
02 Apr 2025,02 Apr 2025,BILLPOCKET*CAFE V 8DF0A CUAUHTEMOC,1700.00
02 Apr 2025,04 Apr 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,361.10
02 Apr 2025,02 Apr 2025,IWANTMYNAME IWANTMYNAME AUCKLAND,1933.82
02 Apr 2025,03 Apr 2025,X CORP. PAID FEATURES   BASTROP,168.06
01 Apr 2025,02 Apr 2025,ATARANTADOS             CIUDAD DE MEX,322.85
01 Apr 2025,03 Apr 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
01 Apr 2025,01 Apr 2025,OPENPAY*STARLINK        CIUDAD DE MEXIC,1100.00
01 Apr 2025,01 Apr 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,144.00
