Date,Description,Category,Amount_MXN,Amount_USD,Source_File,Status
2025-12-06,UNITED AIRLINES (2 tickets),Flights,42958.64,2300.08,2025-12.csv,
2025-12-06,TRAVELOCITY*7332070031,Accommodation,64428.62,3449.62,2025-12.csv,
2025-12-07,VIAGOGO,Entertainment,4695.77,251.42,2025-12.csv,
2025-12-09,TDI BROADWAY.COM,Entertainment,4021.28,215.04,2025-12.csv,
2025-12-28,ATM Withdrawal Citibanamex,ATM,9014.76,503.50,nubank-debit-2025-12.csv,
